#cameras 876
#name,x,y,z,heading,pitch,roll
moli01_00002.jpeg,-28.66449778189284,2.992868473279703,13.30933728489777,94.05808993097595,71.27478687860886,0.2758715200866709
moli01_00004.jpeg,-28.66251126220151,2.995997568259568,13.30644012835332,94.08965530383588,71.27648102970805,0.3087455611877157
moli01_00010.jpeg,-28.64943489003481,2.99430266843725,13.30985853784324,94.14022355155554,71.25290324784132,0.3483749039042799
moli01_00014.jpeg,-28.65098249345427,2.993227348214652,13.31333204174235,94.17306500643592,71.22935590466069,0.3662503878741027
moli01_00018.jpeg,-28.64064407790683,2.990862934181386,13.31948852941172,94.19159687166652,71.218998250525,0.3829260336208035
moli01_00020.jpeg,-28.64115577320509,2.98832498518144,13.32073839012178,94.21167039960777,71.2430042627058,0.395847275744287
moli01_00026.jpeg,-28.61954472566098,2.971774390147139,13.31228241524876,94.21416248416131,71.22511298719087,0.3817767822484691
moli01_00029.jpeg,-28.61652694469632,2.975185394995126,13.31356986349092,94.23570486159763,71.23909936458337,0.3892349565549544
moli01_00033.jpeg,-28.61215122174307,2.96755768951312,13.32032112572725,94.20516254373383,71.22227951877537,0.3404790810254001
moli01_00036.jpeg,-28.60943692624763,2.959082983057062,13.32464911420682,94.18098573873428,71.23105899864224,0.3026132792516467
moli01_00042.jpeg,-28.63031429486605,2.961082656454828,13.31321938259954,94.22205892782399,71.22540942183554,0.303188697045138
moli01_00046.jpeg,-28.65025596990571,2.962794884342697,13.30690181920123,94.24886372986106,71.21329020395177,0.3065174364790621
moli01_00048.jpeg,-28.66125503928108,2.964414343940776,13.31202878224395,94.26406692847509,71.22798753516997,0.3132517731578209
moli01_00054.jpeg,-28.71499379362422,2.807219035525721,13.31963684591123,94.75078590680084,71.21535655227922,0.2587176528964141
moli01_00058.jpeg,-28.77019797861621,2.538321641428086,13.320487443251,95.02353595971817,71.19567794263297,0.2421751358856748
moli01_00061.jpeg,-28.8173772081701,2.25391099535544,13.31613154951163,95.00269170666955,71.20379101160077,0.2397561353269035
moli01_00065.jpeg,-28.87657337213809,1.798344455083564,13.31453423624136,94.75715660428261,71.22130356029272,0.2888857519807206
moli01_00068.jpeg,-28.92630992474592,1.399342695693441,13.32313541097824,94.40870947412608,71.20282035225182,0.3917412355847227
moli01_00072.jpeg,-29.00716493775293,0.8071283632876238,13.33189836838455,93.6204662907577,71.1973124973624,0.5473132538450566
moli01_00076.jpeg,-29.07207737835619,0.1587621266629409,13.331486400239,92.45047026157727,71.21004766450191,0.7057610813210613
moli01_00082.jpeg,-29.14488527951475,-0.8804823207196057,13.33917665173142,90.46680976947989,71.27016456912851,0.9032114399979871
moli01_00084.jpeg,-29.15745903936558,-1.238639129187036,13.34311327525037,89.77656894022667,71.26664581548968,0.9712739814701634
moli01_00090.jpeg,-29.1916026604681,-2.344451981824467,13.3517046291534,87.65429115209275,71.26921889911078,1.153799735161957
moli01_00094.jpeg,-29.22972389851027,-3.093021953526367,13.36394671646475,86.10403793361012,71.31451614912156,1.219924124866046
moli01_00098.jpeg,-29.24476744539002,-3.696948613789003,13.36797905611511,84.72470612107942,71.38304786535852,1.201614789135212
moli01_00101.jpeg,-29.23322873065964,-4.0735907640822,13.35313585113773,84.02782632551931,71.42546912716027,1.210289639100787
moli01_00105.jpeg,-29.155686348378,-4.711357833637262,13.33392268634875,82.90588488867553,71.45491943712047,1.284519259479407
moli01_00108.jpeg,-29.0576595290654,-5.332033250732725,13.32502877038995,81.67946601576651,71.48736763585357,1.345376121498834
moli01_00112.jpeg,-28.87004446479452,-6.276777247120808,13.32707696377974,79.7949367684727,71.51696177860229,1.450777205604719
moli01_00116.jpeg,-28.61980287892367,-7.278155826345795,13.32688608865648,77.76719822422139,71.52091354087601,1.521830701582534
moli01_00122.jpeg,-28.20281199342613,-8.82290123796658,13.34099395352337,74.67509635160722,71.49514257664438,1.645116514648427
moli01_00126.jpeg,-27.86808842597157,-9.831393240388612,13.35036220457205,72.66696914066787,71.46977580817563,1.729447834602224
moli01_00130.jpeg,-27.49789730710577,-10.8340936068808,13.35196525793226,70.5942124015055,71.44139175817875,1.754889776645698
moli01_00134.jpeg,-27.10904743029845,-11.84532844597828,13.35282456758982,68.4953279865975,71.43049078555958,1.78202684150724
moli01_00137.jpeg,-26.80105421526704,-12.59983226961034,13.35621991573773,66.90549092193541,71.42574142280758,1.814066667634241
moli01_00140.jpeg,-26.45063098816478,-13.36771343995399,13.35556686049381,65.30649812279152,71.38441231587775,1.892710152409018
moli01_00145.jpeg,-25.74596483871844,-14.75977787500147,13.31930630339768,62.31266662194445,71.50152063965638,2.019246490911675
moli01_00148.jpeg,-25.19062354953847,-15.69489461861519,13.35405888081803,60.19364200941893,71.5101363887202,2.082721460819974
moli01_00152.jpeg,-24.35448902710532,-17.00877005640146,13.3797575173527,57.14298942095595,71.46472258724211,2.188410318902236
moli01_00156.jpeg,-23.32415979208789,-18.40418737669859,13.39515103558797,53.73620423868685,71.42501154353725,2.266074165338043
moli01_00162.jpeg,-21.49131780876052,-20.5922596738271,13.3776860461114,48.14552260797279,71.53709023612549,2.416719282478643
moli01_00166.jpeg,-20.05602834271881,-21.98876021264013,13.4359915580176,44.1531171862331,71.48843891474236,2.408748529122482
moli01_00170.jpeg,-18.56521382594066,-23.3447515766007,13.45588365807963,40.10141586313595,71.51450358658583,2.393990765575193
moli01_00174.jpeg,-16.94967961749932,-24.58145637593963,13.46713921974614,36.02762160000216,71.55558207164533,2.403440172659754
moli01_00177.jpeg,-15.68636713273594,-25.39246190994887,13.45710673832899,33.05859335704455,71.60812233716499,2.410147831053428
moli01_00181.jpeg,-13.94010063351846,-26.31979758383987,13.43401139033921,29.08588713857088,71.65935512923787,2.368480041907646
moli01_00184.jpeg,-12.63642776877848,-26.95200865737064,13.43135055267404,26.15214222878396,71.71139399484413,2.349423663520785
moli01_00188.jpeg,-10.90984390963005,-27.70159525707687,13.43259336145078,22.30837937411195,71.70197039517214,2.314494785805668
moli01_00192.jpeg,-9.164053236835784,-28.27560785286446,13.42449644405901,18.59665119976018,71.84167266789542,2.242860146975822
moli01_00198.jpeg,-6.495654339382757,-28.84683305992179,13.43311071533823,12.87801460905605,71.77345583975779,1.985565206887224
moli01_00202.jpeg,-4.766146614491925,-29.13537462511956,13.40772702925744,9.233875988690263,71.70873227153734,1.898200026730788
moli01_00206.jpeg,-3.01771137881875,-29.27595619174521,13.37971391192481,5.726115845588659,71.83515249819938,1.852766906460687
moli01_00210.jpeg,-1.203993917821834,-29.29685180077132,13.37683434735059,1.911919491412155,71.69429766121551,1.674082311023064
moli01_00213.jpeg,0.1815073095744808,-29.26075712340173,13.40212772467268,-1.059850549577148,71.53741491644828,1.571718710335423
moli01_00217.jpeg,2.016461590148163,-29.17790484337732,13.39176752104306,-4.942779061361099,71.58777633017432,1.480891776155228
moli01_00221.jpeg,3.900320498809574,-28.92774754197642,13.33835728052881,-8.856084471786218,71.67623449595864,1.373420965985958
moli01_00224.jpeg,5.342002357541917,-28.61885282696119,13.32162870054889,-11.91061950398037,71.69417592240163,1.256904414364483
moli01_00228.jpeg,7.271023736004928,-28.15899628987911,13.28935761471577,-16.08219211178623,71.75268655806461,1.110465976903295
moli01_00232.jpeg,9.203279075971407,-27.51429883737568,13.32568244987203,-20.35573080796988,71.67603683942247,0.9585809082293694
moli01_00236.jpeg,11.06109155285972,-26.76152285801476,13.34011515997652,-24.60048678165064,71.65097834723882,0.7646458419118429
moli01_00242.jpeg,13.77770661449811,-25.44662160234481,13.31925961501165,-30.86694762240001,71.72419463893711,0.5770754790297825
